Hours_Studied,Attendance,Parental_Involvement,Access_to_Resources,Extracurricular_Activities,Sleep_Hours,Previous_Scores,Motivation_Level,Tutoring_Sessions,Family_Income,Teacher_Quality,School_Type,Peer_Influence,Physical_Activity,Parental_Education_Level,Gender,Exam_Score
26,66,Low,Medium,Yes,9,98,Medium,2,Low,Medium,Public,Neutral,2,College,Male,66
15,76,Medium,High,Yes,8,81,Medium,2,Low,Medium,Private,Neutral,4,Postgraduate,Female,67
12,83,Medium,Medium,No,6,79,Medium,1,High,Low,Public,Neutral,4,High School,Female,65
9,98,Medium,Medium,No,6,92,Medium,0,Medium,Medium,Public,Neutral,5,High School,Male,67
23,63,Medium,Medium,No,8,69,High,2,Medium,Low,Public,Negative,4,High School,Male,63
13,80,Low,High,Yes,4,66,High,2,Low,Medium,Public,Negative,2,High School,Female,64
7,73,High,Medium,Yes,6,75,Medium,3,Low,Medium,Public,Neutral,3,College,Female,64
22,80,Low,Low,No,9,79,High,0,Medium,Medium,Private,Neutral,3,College,Female,66
35,61,Medium,High,Yes,7,61,Low,2,Medium,Medium,Private,Positive,4,High School,Male,68
20,73,High,Medium,Yes,6,84,High,0,Medium,Medium,Public,Positive,3,High School,Male,67
25,93,Medium,High,No,5,90,Low,1,Medium,Medium,Public,Positive,2,College,Male,72
20,82,Medium,Medium,Yes,8,79,Low,1,Low,Medium,Public,Positive,4,High School,Male,67
19,78,Medium,Medium,No,7,76,High,2,Medium,Low,Public,Neutral,3,College,Female,66
26,71,High,Low,No,7,65,Medium,1,Low,Medium,Public,Positive,3,College,Female,66
18,72,High,High,Yes,8,95,Medium,1,Medium,Medium,Public,Negative,4,High School,Male,67
22,75,Medium,Medium,No,7,88,Low,0,Low,Medium,Private,Neutral,3,Postgraduate,Male,65
22,93,High,Medium,No,7,74,Low,2,Medium,High,Public,Negative,3,College,Male,70
16,99,Low,Medium,Yes,5,83,Low,0,Low,High,Private,Neutral,4,Postgraduate,Female,69
26,78,High,High,Yes,5,67,Low,1,High,High,Private,Negative,3,High School,Male,69
19,76,High,Medium,Yes,8,53,Medium,1,Medium,Medium,Public,Negative,4,College,Female,66
15,94,Medium,Low,No,8,60,Medium,2,Medium,Medium,Public,Neutral,4,High School,Male,66
23,77,High,High,Yes,8,54,Medium,1,Low,Medium,Public,Negative,3,College,Female,67
15,82,Medium,High,Yes,6,75,Medium,1,Medium,Low,Public,Positive,3,High School,Male,67
20,69,Medium,Medium,Yes,8,81,High,2,Medium,Medium,Public,Positive,4,High School,Male,67
20,90,High,High,Yes,6,69,Medium,2,High,High,Public,Neutral,3,High School,Female,72
27,81,Medium,Low,Yes,9,77,Low,1,Medium,High,Public,Neutral,4,College,Female,68
23,92,Medium,Low,Yes,6,54,High,3,Medium,Medium,Public,Positive,2,Postgraduate,Male,70
20,91,Medium,Medium,Yes,6,88,Medium,1,Low,Medium,Public,Positive,4,High School,Male,69
25,69,High,Low,Yes,7,52,High,1,Low,Medium,Public,Positive,4,High School,Male,65
28,89,High,High,No,8,82,Medium,0,Medium,Medium,Public,Negative,3,Postgraduate,Male,72
23,92,Medium,High,No,7,72,Medium,0,Low,Medium,Public,Neutral,4,College,Female,69
20,74,Medium,Medium,Yes,7,59,Low,5,High,Medium,Public,Positive,4,High School,Female,68
12,67,High,High,No,6,76,High,1,Low,Medium,Public,Negative,2,High School,Male,62
14,60,Medium,Low,Yes,7,89,Low,2,Medium,Medium,Public,Neutral,3,High School,Male,60
18,78,High,Medium,Yes,7,71,Low,3,Medium,Medium,Public,Neutral,4,High School,Male,67
16,74,High,High,Yes,6,68,Low,2,Medium,Medium,Public,Neutral,4,College,Male,67
19,82,Medium,High,Yes,7,57,Medium,1,Medium,Medium,Public,Neutral,3,High School,Male,67
20,68,Medium,Medium,Yes,7,80,Low,0,Low,Medium,Private,Neutral,4,High School,Female,63
23,94,Medium,Low,Yes,10,91,High,1,Medium,Medium,Public,Neutral,3,High School,Male,71
20,70,Medium,Medium,Yes,6,78,High,0,Medium,Medium,Private,Positive,2,College,Female,66
23,69,Medium,Medium,Yes,6,58,High,0,Medium,Medium,Public,Neutral,1,Postgraduate,Female,65
20,79,High,Medium,Yes,7,83,High,2,Medium,Medium,Public,Positive,2,High School,Female,69
8,80,High,Low,No,6,52,High,2,Medium,Medium,Public,Positive,1,High School,Female,63
14,69,Medium,Medium,Yes,5,92,High,3,Low,Low,Public,Negative,2,Postgraduate,Female,64
19,71,High,High,No,5,96,High,2,Low,Medium,Private,Neutral,0,College,Female,67
13,67,Medium,Medium,Yes,6,80,High,1,Low,High,Public,Negative,2,High School,Male,62
24,89,Medium,Low,Yes,6,94,Low,2,Medium,Medium,Public,Neutral,2,High School,Male,68
29,91,Medium,High,No,5,54,Low,2,Low,,Public,Neutral,3,Postgraduate,Male,71
27,78,High,Medium,No,7,61,Medium,1,Low,Medium,Public,Negative,3,High School,Female,66
19,89,Medium,High,Yes,4,66,Low,1,Low,Medium,Public,Positive,1,Postgraduate,Female,69
29,89,Medium,Low,Yes,8,89,Low,1,Medium,High,Private,Neutral,4,High School,Male,71
21,66,Medium,Medium,Yes,6,74,Medium,2,Medium,High,Private,Neutral,4,High School,Female,66
18,99,Medium,Medium,No,6,67,Medium,5,Low,Medium,Public,Positive,3,Postgraduate,Female,72
16,93,Medium,Medium,Yes,8,58,Medium,1,High,High,Public,Positive,4,College,Female,70
18,68,Low,Medium,No,8,91,High,1,Low,High,Private,Neutral,3,Postgraduate,Female,65
18,67,High,Medium,No,6,51,Medium,0,Medium,High,Public,Positive,2,College,Female,64
21,65,Medium,Medium,Yes,8,67,Medium,1,Low,Medium,Public,Positive,2,College,Male,63
21,66,Medium,Medium,No,9,62,Low,3,Medium,Medium,Private,Positive,2,High School,Male,63
20,90,Low,Medium,No,5,56,Medium,3,Medium,Medium,Public,Positive,2,High School,Male,66
23,79,High,High,Yes,8,59,Low,1,Low,High,Public,Negative,4,College,Male,68
27,91,Medium,High,Yes,5,75,Low,1,High,High,Public,Neutral,4,College,Male,74
26,90,High,High,No,9,71,Low,0,High,Low,Private,Negative,2,College,Female,71
11,84,High,Medium,Yes,6,76,High,3,Low,High,Public,Negative,3,High School,Female,67
5,87,High,Low,No,6,86,Medium,2,Medium,High,Public,Positive,3,Postgraduate,Female,66
26,61,High,Medium,Yes,9,95,Medium,0,Medium,Medium,Private,Negative,6,College,Male,67
12,72,Low,High,Yes,8,56,High,3,Low,Medium,Public,Positive,1,High School,Male,62
19,86,Medium,Low,No,6,54,Low,1,High,High,Private,Positive,5,Postgraduate,Male,68
13,60,Medium,Medium,Yes,7,66,Medium,2,Low,Medium,Public,Positive,3,Postgraduate,Male,62
9,61,High,Medium,Yes,6,77,Low,1,High,Medium,Private,Neutral,2,High School,Male,82
23,94,High,Medium,No,5,55,High,2,Medium,Medium,Public,Positive,2,High School,Male,70
25,87,High,Medium,No,7,86,Medium,4,Medium,Low,Private,Negative,2,College,Male,72
17,71,Low,High,Yes,6,78,Low,0,Medium,Medium,Public,Positive,4,College,Female,64
4,88,Medium,High,No,6,87,Low,1,Medium,High,Public,Neutral,4,College,Male,66
17,92,Medium,Medium,Yes,9,68,High,0,Medium,Low,Private,Positive,3,College,Female,68
22,72,Low,Medium,No,6,70,Low,1,High,Medium,Public,Neutral,3,Postgraduate,Male,64
11,61,Low,Medium,Yes,7,90,High,0,Medium,High,Public,Neutral,3,High School,Female,61
21,97,Medium,Medium,Yes,9,63,Medium,0,Medium,Medium,Public,Positive,1,High School,Male,69
20,74,High,High,No,7,69,Low,2,High,High,Private,Neutral,2,College,Male,68
23,64,Medium,Medium,No,6,51,Medium,1,Medium,Medium,Public,Positive,5,College,Male,64
21,80,Medium,High,No,7,78,Medium,1,Low,High,Private,Negative,4,High School,Female,67
14,91,Medium,Medium,Yes,8,93,Medium,0,Medium,Medium,Public,Neutral,3,High School,Male,67
27,69,Medium,Medium,No,8,51,Medium,1,High,Medium,Public,Negative,2,High School,Male,65
19,71,High,Medium,Yes,10,81,Medium,2,Medium,High,Public,Positive,3,High School,Female,68
20,70,Medium,High,Yes,6,92,Medium,2,Medium,Low,Public,Positive,3,High School,Male,67
14,100,Low,Medium,No,7,75,Low,1,Low,,Public,Positive,3,Postgraduate,Male,67
17,68,Medium,High,Yes,5,66,Medium,1,High,Medium,Public,Negative,4,High School,Male,64
15,83,High,High,Yes,8,100,Medium,0,Medium,Medium,Public,Positive,3,College,Female,70
19,97,Medium,High,No,7,53,Medium,2,Low,Low,Private,Neutral,3,College,Male,69
30,66,Medium,High,No,7,61,Low,0,High,High,Private,Positive,2,High School,Male,66
12,99,Low,Medium,No,6,94,Medium,2,Medium,Medium,Public,Neutral,3,Postgraduate,Male,69
10,98,Low,Medium,Yes,6,65,Medium,1,Low,High,Private,Positive,2,High School,Male,66
29,95,High,Medium,Yes,7,91,Low,1,Low,Medium,Public,Neutral,3,High School,Female,73
19,69,Medium,Medium,Yes,6,67,Medium,4,High,High,Private,Positive,4,Postgraduate,Male,66
16,85,Medium,High,Yes,7,91,High,0,Medium,Medium,Public,Neutral,2,Postgraduate,Male,69
26,90,Medium,Low,Yes,7,84,Low,1,Medium,Medium,Public,Positive,3,High School,Male,70
16,99,High,Medium,Yes,5,73,High,1,Medium,Medium,Private,Positive,5,College,Male,71
31,67,Low,High,Yes,5,76,Medium,2,Medium,High,Public,Positive,4,College,Male,70
24,91,High,Low,Yes,6,59,Medium,0,Low,Medium,Private,Neutral,4,High School,Male,69
17,74,Medium,Medium,No,9,56,Medium,1,Medium,High,Private,Negative,3,High School,Male,63
33,67,High,Medium,Yes,6,86,Medium,4,Medium,High,Public,Positive,3,High School,Female,71
16,77,High,High,No,7,92,Low,2,Medium,Medium,Public,Negative,2,College,Male,67
24,92,Medium,Medium,Yes,5,86,High,3,Medium,High,Public,Neutral,2,High School,Female,73
22,79,Low,High,Yes,6,96,Medium,1,High,Medium,Public,Neutral,2,College,Male,68
28,82,Low,Medium,Yes,5,95,Medium,0,High,Low,Public,Neutral,3,High School,Male,69
29,100,High,High,Yes,8,89,Medium,2,Medium,Medium,Private,Neutral,3,High School,Female,76
20,76,Low,Medium,Yes,5,95,Medium,4,Low,High,Public,Positive,3,High School,Male,68
15,85,Medium,Medium,No,8,58,High,1,Low,Medium,Private,Negative,3,College,Male,65
23,75,Medium,Medium,Yes,8,87,Low,0,High,Low,Public,Positive,1,High School,Female,66
16,76,Medium,Low,No,7,88,High,0,Low,Medium,Public,Positive,2,Postgraduate,Male,65
32,88,Low,Medium,No,8,58,Low,3,Low,High,Private,Negative,3,High School,Male,69
21,98,High,Medium,Yes,10,95,Medium,0,Medium,Medium,Public,Neutral,1,High School,Male,71
18,82,High,Low,Yes,8,50,Medium,1,High,Medium,Public,Positive,3,High School,Male,66
21,91,Medium,High,No,5,72,Medium,3,Low,Medium,Public,Negative,3,High School,Female,69
12,64,Medium,Medium,No,9,51,Low,2,Low,Medium,Public,Neutral,4,College,Male,59
14,68,Medium,High,No,7,76,Medium,2,High,Medium,Public,Positive,3,High School,Male,65
27,80,High,High,No,10,71,High,4,Low,Low,Public,Neutral,2,College,Male,72
16,61,Medium,Low,Yes,6,81,Medium,0,Medium,Medium,Public,Negative,2,College,Male,60
14,70,Medium,Medium,Yes,9,88,Low,0,High,Medium,Private,Positive,4,College,Female,64
23,81,Medium,Medium,No,7,88,Low,1,Low,Medium,Public,Positive,4,Postgraduate,Male,69
27,61,High,High,Yes,10,86,Medium,3,Medium,High,Private,Positive,3,High School,Female,70
24,71,Medium,High,Yes,7,55,Low,2,High,Medium,Public,Positive,3,College,Male,67
26,81,Medium,Medium,No,10,71,Low,0,Medium,Medium,Private,Positive,5,High School,Female,67
15,83,Medium,Low,Yes,8,91,Medium,0,Low,Medium,Private,Neutral,3,College,Male,64
11,97,Medium,Medium,Yes,8,83,Low,4,Medium,High,Private,Negative,2,High School,Male,68
29,86,Medium,High,No,10,84,Low,1,Low,High,Private,Positive,4,High School,Female,72
18,77,Medium,High,Yes,6,61,Medium,1,Low,Medium,Private,Neutral,3,High School,Female,65
18,97,Medium,High,No,8,66,Low,2,Medium,Medium,Public,Neutral,2,College,Male,70
28,91,High,Medium,No,7,98,Low,2,Low,Medium,Private,Positive,5,Postgraduate,Male,75
23,68,Low,Low,Yes,7,92,Medium,3,Low,High,Private,Neutral,4,High School,Male,65
23,65,Medium,High,Yes,7,58,Low,1,Low,Medium,Public,Neutral,3,College,Female,63
33,87,Medium,High,No,8,77,Low,0,Low,Medium,Private,Positive,3,High School,Male,71
16,82,Medium,Low,Yes,8,75,Medium,2,Medium,Medium,Public,Positive,2,College,Female,66
26,92,Medium,Low,Yes,6,72,Medium,1,Low,Medium,Private,Neutral,3,High School,Female,69
20,90,High,Medium,No,7,74,Low,0,High,Low,Private,Positive,3,Postgraduate,Female,68
22,85,Medium,High,No,4,82,Medium,1,Medium,High,Public,Positive,2,Postgraduate,Male,71
29,99,High,Medium,Yes,8,98,High,5,Low,Low,Public,Neutral,2,Postgraduate,Male,77
23,81,High,Low,Yes,10,94,High,1,Medium,High,Public,Neutral,2,College,Female,70
23,65,Medium,Medium,No,7,94,Medium,1,High,Medium,Public,Negative,3,College,Female,66
26,93,High,Medium,No,5,85,Low,1,High,High,Public,Positive,3,College,Female,73
18,70,Medium,Medium,Yes,8,51,Medium,1,Low,Medium,Private,Negative,3,College,Male,62
15,91,Medium,Medium,No,6,72,Low,0,Medium,Medium,Public,Neutral,2,High School,Female,65
14,98,High,High,Yes,7,76,Medium,0,Low,Medium,Public,Neutral,2,Postgraduate,Male,71
8,88,Medium,Medium,Yes,8,92,High,1,Low,Medium,Public,Negative,4,College,Male,66
32,84,Low,Medium,Yes,8,96,Medium,1,Low,Medium,Public,Positive,3,High School,Female,72
13,78,Medium,Medium,Yes,9,73,Medium,0,Medium,High,Private,Negative,4,High School,Male,64
19,75,Medium,Medium,No,7,65,Low,0,Low,Low,Private,Neutral,4,High School,Female,63
18,74,Low,Medium,Yes,7,67,Low,0,Low,Medium,Public,Positive,3,High School,Male,63
22,85,High,Medium,No,8,79,High,5,Medium,High,Public,Neutral,2,High School,Female,72
25,90,Medium,Medium,Yes,7,64,Medium,2,Medium,High,Public,Positive,2,High School,Male,71
25,87,High,High,Yes,6,96,Low,3,Medium,Medium,Public,Positive,2,High School,Female,72
17,68,Medium,High,Yes,8,71,Medium,1,Medium,High,Private,Neutral,2,High School,Male,65
19,80,Medium,Medium,Yes,5,100,Medium,0,Medium,Medium,Public,Neutral,3,High School,Female,67
22,92,Low,High,Yes,7,55,Low,1,Low,Medium,Public,Positive,4,High School,Female,68
19,79,Medium,High,Yes,5,59,Medium,2,Low,Medium,Private,Neutral,2,Postgraduate,Male,66
30,81,Medium,High,No,6,76,Medium,0,High,Medium,Public,Positive,3,Postgraduate,Male,72
23,91,High,Medium,No,6,93,Medium,3,Low,Low,Public,Neutral,3,High School,Female,71
24,86,Medium,High,No,6,68,Low,3,Low,High,Public,Positive,3,College,Female,70
24,76,Medium,Medium,No,9,92,Medium,1,Medium,Low,Public,Neutral,3,Postgraduate,Female,68
27,96,Medium,High,No,9,71,Low,0,Low,Medium,Private,Positive,4,College,Female,72
21,67,Low,Medium,Yes,9,93,High,1,Low,High,Public,Neutral,3,College,Male,66
12,100,Medium,Medium,No,7,64,Medium,1,Medium,High,Public,Positive,6,High School,Male,69
22,65,Low,Medium,Yes,6,74,High,2,Medium,Medium,Public,Positive,1,College,Male,65
16,61,High,High,No,8,64,Medium,1,Low,High,Public,Positive,3,High School,Male,62
17,96,High,High,No,7,61,Low,1,Low,High,Public,Positive,1,College,Female,69
24,70,Medium,Medium,Yes,7,71,Medium,1,Medium,Low,Public,Negative,4,High School,Male,65
27,89,Medium,Low,No,4,67,Medium,2,Low,Low,Private,Neutral,4,College,Female,69
20,92,Low,High,Yes,8,89,Medium,1,Low,Medium,Public,Neutral,3,High School,Female,69
22,94,High,Medium,Yes,8,87,Medium,2,Low,,Private,Neutral,5,College,Female,73
30,100,High,Medium,Yes,7,68,Low,2,Medium,Medium,Private,Neutral,2,Postgraduate,Female,75
21,72,High,High,Yes,8,100,Medium,3,Low,High,Private,Positive,3,College,Male,70
36,88,Medium,High,No,8,99,High,0,Low,Medium,Private,Negative,3,College,Female,74
23,65,Medium,Medium,Yes,6,96,Medium,0,Low,Low,Public,Positive,3,High School,Male,65
9,76,Medium,Medium,No,7,79,Medium,1,Medium,Medium,Public,Negative,3,College,Male,63
25,94,High,High,No,5,71,Low,4,Medium,High,Public,Negative,4,College,Female,74
22,75,High,High,Yes,9,66,Low,0,Low,Medium,Private,Neutral,2,Postgraduate,Male,67
28,84,Medium,Medium,Yes,8,51,Medium,3,Medium,Medium,Public,Positive,4,Postgraduate,Female,71
24,80,High,Low,Yes,6,82,Medium,1,Low,High,Public,Neutral,3,College,Female,68
19,86,High,Medium,No,8,78,Medium,2,Medium,Medium,Public,Negative,4,College,Female,69
13,99,Medium,High,No,7,81,Medium,0,Medium,Medium,Public,Positive,4,Postgraduate,Male,71
19,62,High,Medium,Yes,6,79,Low,7,Medium,Medium,Public,Neutral,2,High School,Female,66
15,83,Medium,Medium,Yes,7,57,Low,0,Medium,Medium,Private,Positive,3,Postgraduate,Male,65
17,95,Medium,Low,Yes,8,85,Low,1,Low,High,Private,Negative,2,College,Female,66
24,79,Low,Low,Yes,8,68,High,2,Low,Medium,Private,Negative,2,High School,Male,65
30,63,Medium,Medium,No,10,76,Medium,1,Medium,Medium,Public,Neutral,4,Postgraduate,Female,67
22,82,High,Medium,No,7,68,High,2,Low,Medium,Private,Neutral,4,Postgraduate,Male,70
13,73,Medium,Medium,Yes,7,51,Medium,1,Low,Medium,Public,Positive,4,Postgraduate,Male,63
23,66,Low,Low,No,8,94,Low,1,Medium,High,Private,Neutral,3,Postgraduate,Male,64
27,94,Medium,Medium,Yes,7,57,Medium,1,Medium,Medium,Private,Neutral,1,High School,Male,71
16,81,Medium,High,Yes,6,79,Medium,2,Low,High,Public,Positive,3,College,Female,68
19,97,Medium,Low,No,6,94,Medium,2,High,Medium,Public,Neutral,4,Postgraduate,Male,72
20,92,Medium,High,Yes,4,61,Medium,2,High,Medium,Public,Neutral,4,College,Male,71
15,88,Low,Low,Yes,8,71,Medium,1,Low,Low,Private,Positive,2,Postgraduate,Male,64
24,60,High,Low,Yes,5,69,Medium,1,Medium,High,Public,Neutral,5,High School,Male,64
19,77,High,Medium,Yes,6,54,Low,3,High,Medium,Private,Negative,2,College,Male,66
23,68,Medium,High,Yes,7,71,High,3,Medium,,Public,Positive,3,High School,Female,68
15,96,High,Medium,No,7,74,Medium,2,Low,Low,Private,Positive,2,High School,Male,68
17,67,High,Medium,Yes,10,51,Medium,3,Low,Medium,Public,Positive,5,High School,Male,65
24,71,Medium,Medium,Yes,5,74,Medium,1,Medium,Medium,Private,Positive,3,High School,Male,67
18,81,Medium,Low,Yes,10,55,Low,3,Low,Medium,Public,Negative,2,High School,Male,64
30,71,High,Medium,Yes,9,95,High,1,Medium,Medium,Public,Neutral,4,College,Male,70
18,68,Medium,High,Yes,8,83,Low,1,Low,Medium,Public,Positive,2,College,Male,65
21,84,Medium,Low,No,9,53,Low,2,Medium,High,Public,Negative,3,High School,Female,65
26,64,High,Medium,No,8,91,High,1,Medium,Medium,Public,Positive,4,High School,Male,68
11,62,Medium,High,Yes,4,68,Medium,2,High,Medium,Public,Negative,3,High School,Male,61
9,75,High,Low,No,8,61,High,3,Medium,,Public,Neutral,3,High School,Male,63
11,89,Medium,Medium,Yes,5,63,Medium,0,Medium,Medium,Public,Neutral,2,College,Female,65
28,82,Medium,Medium,Yes,6,80,Medium,1,Low,Medium,Private,Neutral,5,High School,Female,69
17,77,Medium,Medium,No,7,54,Low,1,Low,High,Public,Positive,2,College,Male,64
35,83,Medium,Low,No,6,53,Medium,1,Low,Medium,Private,Neutral,2,High School,Female,69
17,75,High,Medium,Yes,8,81,Low,3,High,Medium,Public,Neutral,3,Postgraduate,Male,67
21,97,Medium,High,Yes,7,99,High,1,Medium,High,Public,Neutral,1,Postgraduate,Male,74
29,62,High,Medium,Yes,8,74,Medium,1,Low,Medium,Private,Negative,3,College,Male,66
32,87,Medium,High,Yes,7,71,Medium,0,High,Low,Public,Neutral,4,College,Male,72
32,96,Medium,Low,Yes,7,97,Low,1,Low,Medium,Public,Neutral,5,College,Male,73
27,92,High,Medium,No,6,62,High,0,Medium,High,Public,Positive,4,College,Male,73
26,67,Low,Medium,Yes,5,62,High,0,Medium,Medium,Public,Negative,2,High School,Male,63
24,72,High,Medium,Yes,7,95,Medium,3,Low,Medium,Public,Negative,2,Postgraduate,Male,69
25,89,Low,Low,Yes,6,82,High,2,Low,Medium,Public,Neutral,6,Postgraduate,Male,71
17,63,High,Medium,No,9,53,High,1,Low,High,Public,Neutral,4,College,Male,63
15,92,Medium,High,Yes,5,84,Medium,0,High,Low,Public,Positive,5,High School,Female,69
20,89,High,High,Yes,10,91,Low,3,Medium,Medium,Private,Neutral,3,College,Male,72
19,89,High,Low,Yes,7,64,Medium,2,Low,Medium,Public,Positive,4,Postgraduate,Female,68
17,64,Low,High,No,7,69,Medium,1,Medium,Medium,Public,Negative,3,High School,Female,62
24,89,Low,High,Yes,6,60,Medium,1,Low,Medium,Private,Neutral,2,High School,Male,68
26,87,Medium,Medium,Yes,8,82,High,1,Low,Medium,Public,Negative,2,Postgraduate,Male,71
21,93,Medium,Low,Yes,7,83,Low,1,High,High,Public,Neutral,3,High School,Male,67
29,62,Low,High,Yes,7,53,High,0,Low,Medium,Private,Positive,3,College,Female,65
13,61,Low,Medium,Yes,8,84,High,1,Medium,High,Public,Neutral,3,Postgraduate,Male,60
19,75,Medium,High,Yes,8,83,High,2,High,Medium,Public,Neutral,2,High School,Male,68
16,66,Low,Medium,Yes,9,52,Medium,1,Medium,Low,Public,Negative,3,High School,Male,59
9,82,High,Medium,No,8,78,Medium,0,High,Medium,Public,Neutral,0,,Female,64
20,97,High,Medium,Yes,6,81,High,2,Low,Low,Public,Neutral,3,High School,Male,71
19,76,High,High,No,4,72,Low,2,High,,Public,Neutral,2,College,Female,68
29,94,Low,Medium,Yes,7,95,Medium,2,Low,Medium,Public,Neutral,3,College,Male,70
24,60,Low,Low,No,7,66,Medium,1,Medium,High,Public,Neutral,4,College,Female,62
14,67,Medium,Medium,No,10,53,Medium,2,High,Medium,Public,Neutral,3,College,Male,62
31,61,High,Medium,No,7,84,Medium,2,Medium,Medium,Private,Neutral,3,High School,Male,68
27,73,Medium,Medium,No,8,80,Low,3,Medium,Medium,Private,Negative,3,High School,Female,68
23,96,Medium,Medium,Yes,8,99,High,3,Low,Low,Public,Positive,4,High School,Female,74
19,64,Low,Medium,No,8,62,Medium,0,High,Medium,Public,Positive,4,College,Male,61
14,84,Medium,Medium,Yes,8,70,Medium,1,Low,High,Public,Neutral,5,College,Male,67
18,78,Medium,Low,No,6,73,Medium,1,High,High,Public,Positive,2,High School,Female,65
27,98,Low,Medium,Yes,6,93,Low,5,High,High,Public,Positive,3,High School,Female,101
31,65,Medium,Low,Yes,7,71,Medium,1,Low,Medium,Public,Neutral,4,High School,Male,65
